Country,Region,Code,Date,Sex,Age,AgeInt,Cases,Deaths
China,All,CN11.02.2020,11.02.2020,b,0,10,416,0
China,All,CN11.02.2020,11.02.2020,b,10,10,549,1
China,All,CN11.02.2020,11.02.2020,b,20,10,3619,7
China,All,CN11.02.2020,11.02.2020,b,30,10,7600,18
China,All,CN11.02.2020,11.02.2020,b,40,10,8571,38
China,All,CN11.02.2020,11.02.2020,b,50,10,10008,130
China,All,CN11.02.2020,11.02.2020,b,60,10,8583,309
China,All,CN11.02.2020,11.02.2020,b,70,10,3918,312
China,All,CN11.02.2020,11.02.2020,b,80,10,1206.8,167.6
China,All,CN11.02.2020,11.02.2020,b,90,10,192,38.1
China,All,CN11.02.2020,11.02.2020,b,100,5,9.2,2.4
Germany,All,DE_01.03.2020,01.03.2020,b,0,10,8.3,0
Germany,All,DE_01.03.2020,01.03.2020,b,10,10,10.1,0
Germany,All,DE_01.03.2020,01.03.2020,b,20,10,34.8,0
Germany,All,DE_01.03.2020,01.03.2020,b,30,10,44,0
Germany,All,DE_01.03.2020,01.03.2020,b,40,10,25.8,0
Germany,All,DE_01.03.2020,01.03.2020,b,50,10,19.1,0
Germany,All,DE_01.03.2020,01.03.2020,b,60,10,10.1,0
Germany,All,DE_01.03.2020,01.03.2020,b,70,10,4.9,0
Germany,All,DE_01.03.2020,01.03.2020,b,80,10,1.6,0
Germany,All,DE_01.03.2020,01.03.2020,b,90,10,0.4,0
Germany,All,DE_01.03.2020,01.03.2020,b,100,5,0,0
Germany,All,DE_01.03.2020,01.03.2020,f,0,10,4.9,0
Germany,All,DE_01.03.2020,01.03.2020,f,10,10,5.2,0
Germany,All,DE_01.03.2020,01.03.2020,f,20,10,15.9,0
Germany,All,DE_01.03.2020,01.03.2020,f,30,10,19.5,0
Germany,All,DE_01.03.2020,01.03.2020,f,40,10,11.6,0
Germany,All,DE_01.03.2020,01.03.2020,f,50,10,8.8,0
Germany,All,DE_01.03.2020,01.03.2020,f,60,10,4.5,0
Germany,All,DE_01.03.2020,01.03.2020,f,70,10,2.5,0
Germany,All,DE_01.03.2020,01.03.2020,f,80,10,1.6,0
Germany,All,DE_01.03.2020,01.03.2020,f,90,10,0.4,0
Germany,All,DE_01.03.2020,01.03.2020,f,100,5,0,0
Germany,All,DE_01.03.2020,01.03.2020,m,0,10,3.4,0
Germany,All,DE_01.03.2020,01.03.2020,m,10,10,4.9,0
Germany,All,DE_01.03.2020,01.03.2020,m,20,10,18.9,0
Germany,All,DE_01.03.2020,01.03.2020,m,30,10,24.4,0
Germany,All,DE_01.03.2020,01.03.2020,m,40,10,14.2,0
Germany,All,DE_01.03.2020,01.03.2020,m,50,10,10.2,0
Germany,All,DE_01.03.2020,01.03.2020,m,60,10,5.7,0
Germany,All,DE_01.03.2020,01.03.2020,m,70,10,2.4,0
Germany,All,DE_01.03.2020,01.03.2020,m,80,10,0,0
Germany,All,DE_01.03.2020,01.03.2020,m,90,10,0,0
Germany,All,DE_01.03.2020,01.03.2020,m,100,5,0,0
Germany,All,DE_01.04.2020,01.04.2020,b,0,10,1235.1,0
Germany,All,DE_01.04.2020,01.04.2020,b,10,10,2578.4,0.3
Germany,All,DE_01.04.2020,01.04.2020,b,20,10,9674.3,2.3
Germany,All,DE_01.04.2020,01.04.2020,b,30,10,17843.1,9.2
Germany,All,DE_01.04.2020,01.04.2020,b,40,10,14336.3,29.9
Germany,All,DE_01.04.2020,01.04.2020,b,50,10,14257,143.4
Germany,All,DE_01.04.2020,01.04.2020,b,60,10,9497.2,389.1
Germany,All,DE_01.04.2020,01.04.2020,b,70,10,5723.9,759.9
Germany,All,DE_01.04.2020,01.04.2020,b,80,10,4170.9,1155
Germany,All,DE_01.04.2020,01.04.2020,b,90,10,1093.9,519.7
Germany,All,DE_01.04.2020,01.04.2020,b,100,5,9,6.3
Germany,All,DE_01.04.2020,01.04.2020,f,0,10,580.8,0
Germany,All,DE_01.04.2020,01.04.2020,f,10,10,1275.6,0.1
Germany,All,DE_01.04.2020,01.04.2020,f,20,10,4922.3,0.8
Germany,All,DE_01.04.2020,01.04.2020,f,30,10,9111.6,2.4
Germany,All,DE_01.04.2020,01.04.2020,f,40,10,7118.9,6.1
Germany,All,DE_01.04.2020,01.04.2020,f,50,10,6620.7,26.7
Germany,All,DE_01.04.2020,01.04.2020,f,60,10,4120.3,77.3
Germany,All,DE_01.04.2020,01.04.2020,f,70,10,2724.2,216
Germany,All,DE_01.04.2020,01.04.2020,f,80,10,2307.5,481.2
Germany,All,DE_01.04.2020,01.04.2020,f,90,10,620,260.9
Germany,All,DE_01.04.2020,01.04.2020,f,100,5,5.3,3.7
Germany,All,DE_01.04.2020,01.04.2020,m,0,10,654.3,0
Germany,All,DE_01.04.2020,01.04.2020,m,10,10,1302.8,0.2
Germany,All,DE_01.04.2020,01.04.2020,m,20,10,4752,1.5
Germany,All,DE_01.04.2020,01.04.2020,m,30,10,8731.5,6.7
Germany,All,DE_01.04.2020,01.04.2020,m,40,10,7217.3,23.8
Germany,All,DE_01.04.2020,01.04.2020,m,50,10,7636.4,116.7
Germany,All,DE_01.04.2020,01.04.2020,m,60,10,5376.9,311.9
Germany,All,DE_01.04.2020,01.04.2020,m,70,10,2999.7,543.9
Germany,All,DE_01.04.2020,01.04.2020,m,80,10,1863.4,673.9
Germany,All,DE_01.04.2020,01.04.2020,m,90,10,473.9,258.8
Germany,All,DE_01.04.2020,01.04.2020,m,100,5,3.7,2.5
Germany,All,DE_01.05.2020,01.05.2020,b,0,10,2888.7,1
Germany,All,DE_01.05.2020,01.05.2020,b,10,10,5364,1.3
Germany,All,DE_01.05.2020,01.05.2020,b,20,10,19361.7,7.4
Germany,All,DE_01.05.2020,01.05.2020,b,30,10,34577.1,23.8
Germany,All,DE_01.05.2020,01.05.2020,b,40,10,26370.6,66.1
Germany,All,DE_01.05.2020,01.05.2020,b,50,10,25197.6,294.4
Germany,All,DE_01.05.2020,01.05.2020,b,60,10,17723.7,824
Germany,All,DE_01.05.2020,01.05.2020,b,70,10,13465.2,1861
Germany,All,DE_01.05.2020,01.05.2020,b,80,10,13464,3396
Germany,All,DE_01.05.2020,01.05.2020,b,90,10,4867.5,1827.8
Germany,All,DE_01.05.2020,01.05.2020,b,100,5,50.9,25.1
Germany,All,DE_01.05.2020,01.05.2020,f,0,10,1360.1,1
Germany,All,DE_01.05.2020,01.05.2020,f,10,10,2650.5,0.5
Germany,All,DE_01.05.2020,01.05.2020,f,20,10,9844.5,2.2
Germany,All,DE_01.05.2020,01.05.2020,f,30,10,18356.5,6
Germany,All,DE_01.05.2020,01.05.2020,f,40,10,14204.5,16.9
Germany,All,DE_01.05.2020,01.05.2020,f,50,10,12609.3,75.7
Germany,All,DE_01.05.2020,01.05.2020,f,60,10,7998.9,204.8
Germany,All,DE_01.05.2020,01.05.2020,f,70,10,6819.6,609.2
Germany,All,DE_01.05.2020,01.05.2020,f,80,10,8384.5,1647.3
Germany,All,DE_01.05.2020,01.05.2020,f,90,10,3287,1101.6
Germany,All,DE_01.05.2020,01.05.2020,f,100,5,36.9,17.9
Germany,All,DE_01.05.2020,01.05.2020,m,0,10,1528.6,0
Germany,All,DE_01.05.2020,01.05.2020,m,10,10,2713.5,0.7
Germany,All,DE_01.05.2020,01.05.2020,m,20,10,9517.2,5.2
Germany,All,DE_01.05.2020,01.05.2020,m,30,10,16220.6,17.8
Germany,All,DE_01.05.2020,01.05.2020,m,40,10,12166,49.3
Germany,All,DE_01.05.2020,01.05.2020,m,50,10,12588.3,218.7
Germany,All,DE_01.05.2020,01.05.2020,m,60,10,9724.8,619.2
Germany,All,DE_01.05.2020,01.05.2020,m,70,10,6645.6,1251.8
Germany,All,DE_01.05.2020,01.05.2020,m,80,10,5079.5,1748.7
Germany,All,DE_01.05.2020,01.05.2020,m,90,10,1580.5,726.2
Germany,All,DE_01.05.2020,01.05.2020,m,100,5,14,7.3
Germany,All,DE_01.06.2020,01.06.2020,b,0,10,3833.4,1
Germany,All,DE_01.06.2020,01.06.2020,b,10,10,6564,1.2
Germany,All,DE_01.06.2020,01.06.2020,b,20,10,22271.1,7.4
Germany,All,DE_01.06.2020,01.06.2020,b,30,10,38511.9,24.3
Germany,All,DE_01.06.2020,01.06.2020,b,40,10,29034.5,69.7
Germany,All,DE_01.06.2020,01.06.2020,b,50,10,27556,315.5
Germany,All,DE_01.06.2020,01.06.2020,b,60,10,19277.6,882.7
Germany,All,DE_01.06.2020,01.06.2020,b,70,10,14725.2,1989.3
Germany,All,DE_01.06.2020,01.06.2020,b,80,10,14942.5,3645.2
Germany,All,DE_01.06.2020,01.06.2020,b,90,10,5490.8,1975.5
Germany,All,DE_01.06.2020,01.06.2020,b,100,5,58.1,27.3
Germany,All,DE_01.06.2020,01.06.2020,f,0,10,1811.2,1
Germany,All,DE_01.06.2020,01.06.2020,f,10,10,3162.2,0.5
Germany,All,DE_01.06.2020,01.06.2020,f,20,10,11090.4,2.2
Germany,All,DE_01.06.2020,01.06.2020,f,30,10,20285.2,6.2
Germany,All,DE_01.06.2020,01.06.2020,f,40,10,15643,18
Germany,All,DE_01.06.2020,01.06.2020,f,50,10,13817.2,82.4
Germany,All,DE_01.06.2020,01.06.2020,f,60,10,8710.2,222.7
Germany,All,DE_01.06.2020,01.06.2020,f,70,10,7474.6,657.3
Germany,All,DE_01.06.2020,01.06.2020,f,80,10,9340.6,1774.6
Germany,All,DE_01.06.2020,01.06.2020,f,90,10,3722.6,1190.1
Germany,All,DE_01.06.2020,01.06.2020,f,100,5,42.2,19.4
Germany,All,DE_01.06.2020,01.06.2020,m,0,10,2022.3,0
Germany,All,DE_01.06.2020,01.06.2020,m,10,10,3401.9,0.7
Germany,All,DE_01.06.2020,01.06.2020,m,20,10,11180.7,5.2
Germany,All,DE_01.06.2020,01.06.2020,m,30,10,18226.7,18.1
Germany,All,DE_01.06.2020,01.06.2020,m,40,10,13391.4,51.7
Germany,All,DE_01.06.2020,01.06.2020,m,50,10,13738.8,233.1
Germany,All,DE_01.06.2020,01.06.2020,m,60,10,10567.4,659.9
Germany,All,DE_01.06.2020,01.06.2020,m,70,10,7250.6,1332
Germany,All,DE_01.06.2020,01.06.2020,m,80,10,5601.8,1870.7
Germany,All,DE_01.06.2020,01.06.2020,m,90,10,1768.2,785.4
Germany,All,DE_01.06.2020,01.06.2020,m,100,5,15.9,7.9
Germany,All,DE_01.07.2020,01.07.2020,b,0,10,4959.2,1
Germany,All,DE_01.07.2020,01.07.2020,b,10,10,8036.7,1.2
Germany,All,DE_01.07.2020,01.07.2020,b,20,10,24704.8,7.3
Germany,All,DE_01.07.2020,01.07.2020,b,30,10,40930.7,24.6
Germany,All,DE_01.07.2020,01.07.2020,b,40,10,31070.1,71.8
Germany,All,DE_01.07.2020,01.07.2020,b,50,10,29443.6,326.1
Germany,All,DE_01.07.2020,01.07.2020,b,60,10,20106.9,902.1
Germany,All,DE_01.07.2020,01.07.2020,b,70,10,15091.3,2010.9
Germany,All,DE_01.07.2020,01.07.2020,b,80,10,15356.9,3680
Germany,All,DE_01.07.2020,01.07.2020,b,90,10,5702,2001.2
Germany,All,DE_01.07.2020,01.07.2020,b,100,5,60.8,27.8
Germany,All,DE_01.07.2020,01.07.2020,f,0,10,2348.2,1
Germany,All,DE_01.07.2020,01.07.2020,f,10,10,3892.2,0.5
Germany,All,DE_01.07.2020,01.07.2020,f,20,10,12138.9,2.2
Germany,All,DE_01.07.2020,01.07.2020,f,30,10,21150.5,6.3
Germany,All,DE_01.07.2020,01.07.2020,f,40,10,16537.9,19
Germany,All,DE_01.07.2020,01.07.2020,f,50,10,14701.6,87.3
Germany,All,DE_01.07.2020,01.07.2020,f,60,10,9086.6,231.3
Germany,All,DE_01.07.2020,01.07.2020,f,70,10,7670.6,668.7
Germany,All,DE_01.07.2020,01.07.2020,f,80,10,9607.7,1797.5
Germany,All,DE_01.07.2020,01.07.2020,f,90,10,3864.2,1208.9
Germany,All,DE_01.07.2020,01.07.2020,f,100,5,44.2,19.7
Germany,All,DE_01.07.2020,01.07.2020,m,0,10,2611,0
Germany,All,DE_01.07.2020,01.07.2020,m,10,10,4144.5,0.7
Germany,All,DE_01.07.2020,01.07.2020,m,20,10,12565.9,5.1
Germany,All,DE_01.07.2020,01.07.2020,m,30,10,19780.1,18.3
Germany,All,DE_01.07.2020,01.07.2020,m,40,10,14532.1,52.8
Germany,All,DE_01.07.2020,01.07.2020,m,50,10,14742.1,238.8
Germany,All,DE_01.07.2020,01.07.2020,m,60,10,11020.3,670.8
Germany,All,DE_01.07.2020,01.07.2020,m,70,10,7420.7,1342.2
Germany,All,DE_01.07.2020,01.07.2020,m,80,10,5749.2,1882.5
Germany,All,DE_01.07.2020,01.07.2020,m,90,10,1837.8,792.4
Germany,All,DE_01.07.2020,01.07.2020,m,100,5,16.7,8
Germany,All,DE_02.03.2020,02.03.2020,b,0,10,8.3,0
Germany,All,DE_02.03.2020,02.03.2020,b,10,10,11.3,0
Germany,All,DE_02.03.2020,02.03.2020,b,20,10,42.6,0
Germany,All,DE_02.03.2020,02.03.2020,b,30,10,54.4,0
Germany,All,DE_02.03.2020,02.03.2020,b,40,10,31.9,0
Germany,All,DE_02.03.2020,02.03.2020,b,50,10,25.6,0
Germany,All,DE_02.03.2020,02.03.2020,b,60,10,15.5,0
Germany,All,DE_02.03.2020,02.03.2020,b,70,10,7.5,0
Germany,All,DE_02.03.2020,02.03.2020,b,80,10,2.4,0
Germany,All,DE_02.03.2020,02.03.2020,b,90,10,0.6,0
Germany,All,DE_02.03.2020,02.03.2020,b,100,5,0,0
Germany,All,DE_02.03.2020,02.03.2020,f,0,10,4.9,0
Germany,All,DE_02.03.2020,02.03.2020,f,10,10,5.9,0
Germany,All,DE_02.03.2020,02.03.2020,f,20,10,19.7,0
Germany,All,DE_02.03.2020,02.03.2020,f,30,10,23.1,0
Germany,All,DE_02.03.2020,02.03.2020,f,40,10,12.8,0
Germany,All,DE_02.03.2020,02.03.2020,f,50,10,10.4,0
Germany,All,DE_02.03.2020,02.03.2020,f,60,10,6.4,0
Germany,All,DE_02.03.2020,02.03.2020,f,70,10,3.6,0
Germany,All,DE_02.03.2020,02.03.2020,f,80,10,1.6,0
Germany,All,DE_02.03.2020,02.03.2020,f,90,10,0.4,0
Germany,All,DE_02.03.2020,02.03.2020,f,100,5,0,0
Germany,All,DE_02.03.2020,02.03.2020,m,0,10,3.4,0
Germany,All,DE_02.03.2020,02.03.2020,m,10,10,5.4,0
Germany,All,DE_02.03.2020,02.03.2020,m,20,10,22.8,0
Germany,All,DE_02.03.2020,02.03.2020,m,30,10,31.2,0
Germany,All,DE_02.03.2020,02.03.2020,m,40,10,19.1,0
Germany,All,DE_02.03.2020,02.03.2020,m,50,10,15.2,0
Germany,All,DE_02.03.2020,02.03.2020,m,60,10,9.1,0
Germany,All,DE_02.03.2020,02.03.2020,m,70,10,4,0
Germany,All,DE_02.03.2020,02.03.2020,m,80,10,0.8,0
Germany,All,DE_02.03.2020,02.03.2020,m,90,10,0.2,0
Germany,All,DE_02.03.2020,02.03.2020,m,100,5,0,0
Germany,All,DE_02.04.2020,02.04.2020,b,0,10,1334,0
Germany,All,DE_02.04.2020,02.04.2020,b,10,10,2766.8,0.3
Germany,All,DE_02.04.2020,02.04.2020,b,20,10,10389.4,2.2
Germany,All,DE_02.04.2020,02.04.2020,b,30,10,19159.7,9.5
Germany,All,DE_02.04.2020,02.04.2020,b,40,10,15345.2,32.2
Germany,All,DE_02.04.2020,02.04.2020,b,50,10,15240.6,156.8
Germany,All,DE_02.04.2020,02.04.2020,b,60,10,10253.1,423.9
Germany,All,DE_02.04.2020,02.04.2020,b,70,10,6361.3,841.1
Germany,All,DE_02.04.2020,02.04.2020,b,80,10,4809.9,1329.5
Germany,All,DE_02.04.2020,02.04.2020,b,90,10,1309,626.7
Germany,All,DE_02.04.2020,02.04.2020,b,100,5,11,7.8
Germany,All,DE_02.04.2020,02.04.2020,f,0,10,625.9,0
Germany,All,DE_02.04.2020,02.04.2020,f,10,10,1356.6,0.1
Germany,All,DE_02.04.2020,02.04.2020,f,20,10,5295,0.8
Germany,All,DE_02.04.2020,02.04.2020,f,30,10,9883.9,2.7
Germany,All,DE_02.04.2020,02.04.2020,f,40,10,7709.1,7.3
Germany,All,DE_02.04.2020,02.04.2020,f,50,10,7141.8,32.3
Germany,All,DE_02.04.2020,02.04.2020,f,60,10,4484.8,89.1
Germany,All,DE_02.04.2020,02.04.2020,f,70,10,3068.9,246.2
Germany,All,DE_02.04.2020,02.04.2020,f,80,10,2715.7,570.9
Germany,All,DE_02.04.2020,02.04.2020,f,90,10,763.4,326.8
Germany,All,DE_02.04.2020,02.04.2020,f,100,5,6.7,4.8
Germany,All,DE_02.04.2020,02.04.2020,m,0,10,708,0
Germany,All,DE_02.04.2020,02.04.2020,m,10,10,1410.3,0.2
Germany,All,DE_02.04.2020,02.04.2020,m,20,10,5094.4,1.4
Germany,All,DE_02.04.2020,02.04.2020,m,30,10,9275.8,6.8
Germany,All,DE_02.04.2020,02.04.2020,m,40,10,7636.1,24.9
Germany,All,DE_02.04.2020,02.04.2020,m,50,10,8098.8,124.4
Germany,All,DE_02.04.2020,02.04.2020,m,60,10,5768.3,334.8
Germany,All,DE_02.04.2020,02.04.2020,m,70,10,3292.4,594.9
Germany,All,DE_02.04.2020,02.04.2020,m,80,10,2094.2,758.6
Germany,All,DE_02.04.2020,02.04.2020,m,90,10,545.6,299.9
Germany,All,DE_02.04.2020,02.04.2020,m,100,5,4.3,3
Germany,All,DE_02.05.2020,02.05.2020,b,0,10,2922.3,1
Germany,All,DE_02.05.2020,02.05.2020,b,10,10,5410.8,1.3
Germany,All,DE_02.05.2020,02.05.2020,b,20,10,19457.9,7.4
Germany,All,DE_02.05.2020,02.05.2020,b,30,10,34684.2,23.8
Germany,All,DE_02.05.2020,02.05.2020,b,40,10,26450.4,66.4
Germany,All,DE_02.05.2020,02.05.2020,b,50,10,25277.3,296.1
Germany,All,DE_02.05.2020,02.05.2020,b,60,10,17777.1,827.6
Germany,All,DE_02.05.2020,02.05.2020,b,70,10,13509.8,1867.4
Germany,All,DE_02.05.2020,02.05.2020,b,80,10,13519.9,3408.6
Germany,All,DE_02.05.2020,02.05.2020,b,90,10,4892.4,1836.2
Germany,All,DE_02.05.2020,02.05.2020,b,100,5,51.2,25.3
Germany,All,DE_02.05.2020,02.05.2020,f,0,10,1373.4,1
Germany,All,DE_02.05.2020,02.05.2020,f,10,10,2674.3,0.5
Germany,All,DE_02.05.2020,02.05.2020,f,20,10,9891.9,2.2
Germany,All,DE_02.05.2020,02.05.2020,f,30,10,18407.2,6
Germany,All,DE_02.05.2020,02.05.2020,f,40,10,14247.9,16.9
Germany,All,DE_02.05.2020,02.05.2020,f,50,10,12651.8,75.7
Germany,All,DE_02.05.2020,02.05.2020,f,60,10,8022.7,204.8
Germany,All,DE_02.05.2020,02.05.2020,f,70,10,6839.8,610.2
Germany,All,DE_02.05.2020,02.05.2020,f,80,10,8416,1652.8
Germany,All,DE_02.05.2020,02.05.2020,f,90,10,3302.4,1107
Germany,All,DE_02.05.2020,02.05.2020,f,100,5,37.1,18
Germany,All,DE_02.05.2020,02.05.2020,m,0,10,1548.9,0
Germany,All,DE_02.05.2020,02.05.2020,m,10,10,2736.5,0.7
Germany,All,DE_02.05.2020,02.05.2020,m,20,10,9566,5.2
Germany,All,DE_02.05.2020,02.05.2020,m,30,10,16277,17.9
Germany,All,DE_02.05.2020,02.05.2020,m,40,10,12202.5,49.6
Germany,All,DE_02.05.2020,02.05.2020,m,50,10,12625.4,220.4
Germany,All,DE_02.05.2020,02.05.2020,m,60,10,9754.4,622.8
Germany,All,DE_02.05.2020,02.05.2020,m,70,10,6670,1257.2
Germany,All,DE_02.05.2020,02.05.2020,m,80,10,5103.9,1755.7
Germany,All,DE_02.05.2020,02.05.2020,m,90,10,1590,729.2
Germany,All,DE_02.05.2020,02.05.2020,m,100,5,14.1,7.3
Germany,All,DE_02.06.2020,02.06.2020,b,0,10,3867.7,1
Germany,All,DE_02.06.2020,02.06.2020,b,10,10,6584.6,1.2
Germany,All,DE_02.06.2020,02.06.2020,b,20,10,22321.7,7.4
Germany,All,DE_02.06.2020,02.06.2020,b,30,10,38586.4,24.3
Germany,All,DE_02.06.2020,02.06.2020,b,40,10,29067.8,69.7
Germany,All,DE_02.06.2020,02.06.2020,b,50,10,27578.7,315.5
Germany,All,DE_02.06.2020,02.06.2020,b,60,10,19298.8,882.8
Germany,All,DE_02.06.2020,02.06.2020,b,70,10,14745,1990.2
Germany,All,DE_02.06.2020,02.06.2020,b,80,10,14961.6,3648
Germany,All,DE_02.06.2020,02.06.2020,b,90,10,5496.6,1977.6
Germany,All,DE_02.06.2020,02.06.2020,b,100,5,58.1,27.4
Germany,All,DE_02.06.2020,02.06.2020,f,0,10,1821.6,1
Germany,All,DE_02.06.2020,02.06.2020,f,10,10,3177.7,0.5
Germany,All,DE_02.06.2020,02.06.2020,f,20,10,11118.2,2.2
Germany,All,DE_02.06.2020,02.06.2020,f,30,10,20311.1,6.2
Germany,All,DE_02.06.2020,02.06.2020,f,40,10,15661.5,18
Germany,All,DE_02.06.2020,02.06.2020,f,50,10,13836.3,82.4
Germany,All,DE_02.06.2020,02.06.2020,f,60,10,8722.1,222.7
Germany,All,DE_02.06.2020,02.06.2020,f,70,10,7483.7,657.4
Germany,All,DE_02.06.2020,02.06.2020,f,80,10,9351.6,1776.4
Germany,All,DE_02.06.2020,02.06.2020,f,90,10,3726.5,1192.2
Germany,All,DE_02.06.2020,02.06.2020,f,100,5,42.3,19.4
Germany,All,DE_02.06.2020,02.06.2020,m,0,10,2046.1,0
Germany,All,DE_02.06.2020,02.06.2020,m,10,10,3406.9,0.7
Germany,All,DE_02.06.2020,02.06.2020,m,20,10,11203.5,5.2
Germany,All,DE_02.06.2020,02.06.2020,m,30,10,18275.4,18.1
Germany,All,DE_02.06.2020,02.06.2020,m,40,10,13406.4,51.7
Germany,All,DE_02.06.2020,02.06.2020,m,50,10,13742.5,233.1
Germany,All,DE_02.06.2020,02.06.2020,m,60,10,10576.6,660.1
Germany,All,DE_02.06.2020,02.06.2020,m,70,10,7261.3,1332.8
Germany,All,DE_02.06.2020,02.06.2020,m,80,10,5609.9,1871.7
Germany,All,DE_02.06.2020,02.06.2020,m,90,10,1770.1,785.4
Germany,All,DE_02.06.2020,02.06.2020,m,100,5,15.9,7.9
Germany,All,DE_02.07.2020,02.07.2020,b,0,10,4992,1
Germany,All,DE_02.07.2020,02.07.2020,b,10,10,8073.1,1.2
Germany,All,DE_02.07.2020,02.07.2020,b,20,10,24797.4,7.3
Germany,All,DE_02.07.2020,02.07.2020,b,30,10,41059.2,24.6
Germany,All,DE_02.07.2020,02.07.2020,b,40,10,31144.9,71.8
Germany,All,DE_02.07.2020,02.07.2020,b,50,10,29495.1,326.1
Germany,All,DE_02.07.2020,02.07.2020,b,60,10,20132,902.3
Germany,All,DE_02.07.2020,02.07.2020,b,70,10,15104.4,2011.7
Germany,All,DE_02.07.2020,02.07.2020,b,80,10,15366.5,3681.9
Germany,All,DE_02.07.2020,02.07.2020,b,90,10,5704.5,2002.4
Germany,All,DE_02.07.2020,02.07.2020,b,100,5,60.9,27.8
Germany,All,DE_02.07.2020,02.07.2020,f,0,10,2372.8,1
Germany,All,DE_02.07.2020,02.07.2020,f,10,10,3912.6,0.5
Germany,All,DE_02.07.2020,02.07.2020,f,20,10,12177.3,2.2
Germany,All,DE_02.07.2020,02.07.2020,f,30,10,21203.5,6.3
Germany,All,DE_02.07.2020,02.07.2020,f,40,10,16572.4,19
Germany,All,DE_02.07.2020,02.07.2020,f,50,10,14723.6,87.3
Germany,All,DE_02.07.2020,02.07.2020,f,60,10,9094.4,231.3
Germany,All,DE_02.07.2020,02.07.2020,f,70,10,7675,668.7
Germany,All,DE_02.07.2020,02.07.2020,f,80,10,9613.4,1798.4
Germany,All,DE_02.07.2020,02.07.2020,f,90,10,3866.6,1209.9
Germany,All,DE_02.07.2020,02.07.2020,f,100,5,44.2,19.8
Germany,All,DE_02.07.2020,02.07.2020,m,0,10,2619.2,0
Germany,All,DE_02.07.2020,02.07.2020,m,10,10,4160.6,0.7
Germany,All,DE_02.07.2020,02.07.2020,m,20,10,12620.2,5.1
Germany,All,DE_02.07.2020,02.07.2020,m,30,10,19855.6,18.3
Germany,All,DE_02.07.2020,02.07.2020,m,40,10,14572.5,52.8
Germany,All,DE_02.07.2020,02.07.2020,m,50,10,14771.5,238.8
Germany,All,DE_02.07.2020,02.07.2020,m,60,10,11037.6,671
Germany,All,DE_02.07.2020,02.07.2020,m,70,10,7429.4,1343
Germany,All,DE_02.07.2020,02.07.2020,m,80,10,5753.1,1883.4
Germany,All,DE_02.07.2020,02.07.2020,m,90,10,1837.9,792.5
Germany,All,DE_02.07.2020,02.07.2020,m,100,5,16.7,8
Germany,All,DE_03.03.2020,03.03.2020,b,0,10,11.2,0
Germany,All,DE_03.03.2020,03.03.2020,b,10,10,19.4,0
Germany,All,DE_03.03.2020,03.03.2020,b,20,10,55.1,0
Germany,All,DE_03.03.2020,03.03.2020,b,30,10,69.2,0
Germany,All,DE_03.03.2020,03.03.2020,b,40,10,45.9,0
Germany,All,DE_03.03.2020,03.03.2020,b,50,10,43.1,0
Germany,All,DE_03.03.2020,03.03.2020,b,60,10,27.5,0
Germany,All,DE_03.03.2020,03.03.2020,b,70,10,11.5,0
Germany,All,DE_03.03.2020,03.03.2020,b,80,10,2.6,0
Germany,All,DE_03.03.2020,03.03.2020,b,90,10,0.4,0
Germany,All,DE_03.03.2020,03.03.2020,b,100,5,0,0
Germany,All,DE_03.03.2020,03.03.2020,f,0,10,7,0
Germany,All,DE_03.03.2020,03.03.2020,f,10,10,11,0
Germany,All,DE_03.03.2020,03.03.2020,f,20,10,25.1,0
Germany,All,DE_03.03.2020,03.03.2020,f,30,10,28,0
Germany,All,DE_03.03.2020,03.03.2020,f,40,10,17.3,0
Germany,All,DE_03.03.2020,03.03.2020,f,50,10,15.4,0
Germany,All,DE_03.03.2020,03.03.2020,f,60,10,9.3,0
Germany,All,DE_03.03.2020,03.03.2020,f,70,10,4.6,0
Germany,All,DE_03.03.2020,03.03.2020,f,80,10,1.7,0
Germany,All,DE_03.03.2020,03.03.2020,f,90,10,0.3,0
Germany,All,DE_03.03.2020,03.03.2020,f,100,5,0,0
Germany,All,DE_03.03.2020,03.03.2020,m,0,10,4.2,0
Germany,All,DE_03.03.2020,03.03.2020,m,10,10,8.4,0
Germany,All,DE_03.03.2020,03.03.2020,m,20,10,30,0
Germany,All,DE_03.03.2020,03.03.2020,m,30,10,41.2,0
Germany,All,DE_03.03.2020,03.03.2020,m,40,10,28.6,0
Germany,All,DE_03.03.2020,03.03.2020,m,50,10,27.7,0
Germany,All,DE_03.03.2020,03.03.2020,m,60,10,18.2,0
Germany,All,DE_03.03.2020,03.03.2020,m,70,10,6.9,0
Germany,All,DE_03.03.2020,03.03.2020,m,80,10,0.9,0
Germany,All,DE_03.03.2020,03.03.2020,m,90,10,0.1,0
Germany,All,DE_03.03.2020,03.03.2020,m,100,5,0,0
Germany,All,DE_03.04.2020,03.04.2020,b,0,10,1435.7,0
Germany,All,DE_03.04.2020,03.04.2020,b,10,10,2965,0.4
Germany,All,DE_03.04.2020,03.04.2020,b,20,10,11061.6,3.1
Germany,All,DE_03.04.2020,03.04.2020,b,30,10,20338.3,11.7
Germany,All,DE_03.04.2020,03.04.2020,b,40,10,16272.7,35.3
Germany,All,DE_03.04.2020,03.04.2020,b,50,10,16152.9,162.5
Germany,All,DE_03.04.2020,03.04.2020,b,60,10,10946.5,447.8
